Order_ID,Date,Customer_ID,Product,Category,Region,Quantity,Unit_Price,Discount,Sales,Payment_Method,Salesperson
ORD-10221,2026-04-11,CUST-1095,Tablet,Electronics,South,3,634.7,0.05,1808.89,PayPal,James
ORD-10827,2026-03-23,CUST-1220,Monitor,Electronics,East,4,453.57,0.1,1632.85,Debit Card,Daniel
ORD-10235,2026-04-16,CUST-1084,Printer,Office Equipment, South ,2,185.19,0.0,370.38,PayPal,Sophia
ORD-10525,2026-08-07,CUST-1137,Webcam,Accessories,West,5,119.05,0.1,535.73,Debit Card,David
ORD-10192,2026-04-05,CUST-1236,Headphones,Accessories,West,4,210.23,0.0,840.92,Debit Card,Daniel
ORD-10321,2026-07-08,CUST-1212,Mouse,Accessories,East,1,43.82,0.15,37.25,Bank Transfer,Sarah
ORD-10049,2026-06-20,CUST-1235,Tablet,Electronics,East,1,673.89,0.1,606.5,PayPal,Olivia
ORD-10891,2026-07-05,CUST-1182,Webcam,Accessories,South,3,174.37,0.15,444.64,Debit Card,Daniel
ORD-10002,2026-02-26,CUST-1114,Headphones,Accessories,West,1,211.89,0.05,201.3,Bank Transfer,Daniel
ORD-10817,2026-03-02,CUST-1165,Headphones,Accessories,North,1,168.51,0.1,151.66,Bank Transfer,Michael
ORD-10370,2026-08-20,CUST-1165,Printer,Office Equipment,North,1,433.25,0.1,389.93,Credit Card,Sophia
ORD-10921,2026-08-11,CUST-1011,Webcam,Accessories,West,3,107.36,0.2,257.66,Bank Transfer,David
ORD-10249,2026-07-27,CUST-1014,Printer,Office Equipment,North,4,196.18,0.15,667.01,PayPal,Daniel
ORD-10548,2026-06-06,CUST-1220,Headphones,Accessories,East,3,87.43,0.05,249.18,PayPal,Olivia
ORD-10432,2026-03-22,CUST-1162,Laptop,Electronics,South,3,804.71,0.05,2293.42,Debit Card,Sophia
ORD-10938,2026-06-03,CUST-1064,Webcam,Accessories,,2,179.89,0.2,,Credit Card,Michael
ORD-10507,2026-02-26,CUST-1194,Printer,Office Equipment,South,3,231.11,0.1,624.0,Credit Card,Emma
ORD-10033,2026-08-26,CUST-1192,Monitor,Electronics,North,5,203.73,0.2,814.92,Credit Card,Emma
ORD-10204,2026-04-12,CUST-1183,Printer,Office Equipment,North,4,333.99,0.2,1068.77,Debit Card,Olivia
ORD-10889,2026-04-25,CUST-1178,Webcam,Accessories,West,3,42.91,0.05,122.29,Bank Transfer,Sophia
ORD-10588,2026-04-27,CUST-1000,Webcam,Accessories,East,1,142.71,0.2,114.17,Debit Card,Olivia
ORD-10730,2026-08-25,CUST-1148,Laptop,Electronics,South,5,933.37,0.15,3966.82,Credit Card,Sophia
ORD-10077,2026-08-14,CUST-1152,Headphones,Accessories,North,5,161.16,0.05,765.51,Debit Card,David
ORD-10084,2026-01-27,CUST-1223,Laptop,Electronics,West,4,1374.06,0.15,4671.8,Bank Transfer,Michael
ORD-10305,2026-08-24,CUST-1246,Monitor,Electronics,East,2,246.43,0.1,443.57,Bank Transfer,Sophia
ORD-10082,2026-03-12,CUST-1185,Headphones,Accessories,South,2,246.1,0.1,442.98,Bank Transfer,Michael
ORD-10448,2026-04-20,CUST-1189,Monitor,Electronics,South,1,238.0,0.0,238.0,Debit Card,Olivia
ORD-10997,2026-04-21,CUST-1209,Printer,Office Equipment,South,5,205.57,0.1,925.06,PayPal,Daniel
ORD-10751,2026-04-29,CUST-1197,Keyboard,Accessories,East,4,,0.05,517.41,PayPal,James
ORD-10531,2026-07-18,CUST-1209,Keyboard,Accessories,South,4,110.43,0.0,441.72,Bank Transfer,Emma
ORD-10323,2026-06-07,CUST-1035,Mouse,Accessories,East,1,85.08,0.2,68.06,Bank Transfer,Michael
ORD-10495,2026-04-16,CUST-1231,Keyboard,Accessories,East,2,57.7,0.2,92.32,Debit Card,Sarah
ORD-10910,2026-06-10,CUST-1129,Tablet,Electronics,East,1,374.29,0.15,318.15,Credit Card,Sophia
ORD-10005,2026-06-30,CUST-1017,Laptop,Electronics,South,3,1461.26,0.0,4383.78,Credit Card,David
ORD-10425,2026-06-17,CUST-1127,Headphones,Accessories,West,4,101.89,0.15,346.43,Credit Card,Emma
ORD-10490,2026-05-17,CUST-1001,Monitor,Electronics,North,5,502.38,0.0,2511.9,Bank Transfer,Sarah
ORD-10097,2026-03-15,CUST-1169,Webcam,Accessories,West,5,153.9,0.0,769.5,Credit Card,Olivia
ORD-10761,2026-06-24,CUST-1138,Keyboard,Accessories,North,4,92.13,0.15,313.24,Bank Transfer,Emma
ORD-10422,2026-05-11,CUST-1169,Tablet,Electronics,East,5,636.87,0.2,2547.48,Bank Transfer,Sarah
ORD-10885,2026-01-06,CUST-1220,Printer,Office Equipment,West,2,354.83,0.1,638.69,Credit Card,Olivia
ORD-10281,2026-05-25,CUST-1250,Monitor,Electronics,South,1,557.92,0.05,530.02,PayPal,Daniel
ORD-10266,2026-08-11,CUST-1232,Tablet,Electronics,South,1,481.91,0.05,457.81,Credit Card,Sophia
ORD-10442,2026-06-19,CUST-1133,Headphones,Accessories,North,2,174.56,0.15,296.75,Credit Card,Daniel
ORD-10745,2026-04-16,CUST-1219,Printer,Office Equipment,West,2,451.77,0.2,722.83,PayPal,Daniel
ORD-10382,2026-08-24,CUST-1205,Tablet,Electronics,South,2,335.73,0.2,537.17,Credit Card,Olivia
ORD-10692,2026-04-16,CUST-1237,,Electronics,West,1,320.08,0.2,256.06,Bank Transfer,Sarah
ORD-10893,2026-01-26,CUST-1203,Webcam,Accessories,South,4,172.03,0.1,619.31,Debit Card,James
ORD-10534,2026-08-24,CUST-1023,Headphones,Accessories,East,5,195.23,0.2,780.92,Bank Transfer,Daniel
ORD-10118,2026-01-06,CUST-1250,Webcam,Accessories,West,5,78.43,0.0,392.15,Bank Transfer,Emma
ORD-10388,2026-01-03,CUST-1067,Mouse,Accessories,East,1,39.96,0.1,35.96,Credit Card,James
ORD-10250,2026-07-05,CUST-1005,Webcam,Accessories,North,1,75.62,0.05,71.84,Credit Card,David
ORD-10943,2026-07-21,CUST-1224,Monitor,Electronics,East,4,415.46,0.0,1661.84,PayPal,Olivia
ORD-10453,2026-01-29,CUST-1227,Webcam,Accessories,East,1,101.7,0.1,91.53,Credit Card,Emma
ORD-10009,2026-02-24,CUST-1167,Printer,Office Equipment,East,4,288.47,0.05,1096.19,Debit Card,Emma
ORD-10196,2026-02-02,CUST-1017,Mouse,Accessories,West,3,82.28,0.1,222.16,Credit Card,Michael
ORD-10618,2026-01-18,CUST-1099,Headphones,Accessories,North,3,182.6,0.0,547.8,Bank Transfer,David
ORD-10081,2026-01-31,CUST-1184,Mouse,Accessories,South,5,45.24,0.05,214.89,Debit Card,Sophia
ORD-10398,2026-05-06,CUST-1229,Headphones,Accessories,South,5,68.23,0.15,289.98,Bank Transfer,David
ORD-10501,2026-08-13,CUST-1122,Printer,Office Equipment,North,3,305.88,0.15,779.99,Debit Card,Sarah
ORD-10634,2026-06-06,CUST-1240,Laptop,Electronics,North,4,1320.65,0.15,4490.21,Debit Card,David
ORD-10239,2026-08-26,CUST-1085,Headphones,Accessories,West,5,140.87,0.2,563.48,Debit Card,Sophia
ORD-10309,2026-06-13,CUST-1168,Webcam,Accessories,West,5,95.38,0.05,453.05,PayPal,David
ORD-10211,2026-06-14,CUST-1244,Headphones,Accessories,West,-1,146.59,0.1,527.72,Credit Card,James
ORD-10834,2026-08-28,CUST-1108,Mouse,Accessories,East,2,31.54,0.05,59.93,PayPal,David
ORD-10380,2026-05-19,CUST-1079,Keyboard,Accessories,South,1,93.95,0.0,93.95,Debit Card,James
ORD-10601,2026-08-08,CUST-1080,Laptop,Electronics,South,3,1571.52,0.2,3771.65,Credit Card,James
ORD-10227,2026-04-18,CUST-1038,Webcam,Accessories,West,4,136.67,0.2,437.34,Credit Card,Michael
ORD-10873,2026-04-29,CUST-1173,Mouse,Accessories,North,2,71.81,0.15,122.08,Bank Transfer,Sophia
ORD-10359,2026-08-06,CUST-1188,Headphones,Accessories,West,5,70.79,0.05,336.25,PayPal,James
ORD-10813,2026-07-03,CUST-1099,Printer,Office Equipment,West,5,417.4,0.15,1773.95,PayPal,Michael
ORD-10177,2026-07-15,CUST-1041,Headphones,Accessories, West ,5,139.86,0.05,664.34,Credit Card,Emma
ORD-10994,2026-01-18,CUST-1233,Webcam,Accessories,North,2,79.73,0.1,143.51,PayPal,James
ORD-10756,2026-06-16,CUST-1122,Mouse,Accessories,East,2,80.25,0.1,144.45,Bank Transfer,David
ORD-10493,2026-06-23,CUST-1227,Tablet,Electronics,South,1,874.43,0.2,699.54,Credit Card,James
ORD-10334,2026-06-01,CUST-1057,Printer,Office Equipment,West,3,153.25,0.0,459.75,Debit Card,Sophia
ORD-10892,2026-06-26,CUST-1191,Monitor,Electronics,South,2,466.82,0.05,886.96,Debit Card,Sophia
ORD-10007,2026-05-17,CUST-1186,Mouse,Accessories,South,4,33.07,0.1,119.05,Bank Transfer,James
ORD-10155,2026-07-01,CUST-1163,Webcam,Accessories,East,4,80.53,0.0,322.12,Debit Card,Sophia
ORD-10842,2026-06-28,CUST-1066,Monitor,Electronics,East,5,340.74,0.2,1362.96,PayPal,James
ORD-10750,2026-03-03,CUST-1165,Monitor,Electronics,West,-1,206.37,0.05,588.15,Credit Card,Sophia
ORD-10941,2026-06-19,CUST-1082,Tablet,Electronics, North ,5,426.37,0.1,1918.66,Debit Card,James
ORD-10482,2026-08-15,CUST-1054,Tablet,Electronics,West,3,498.64,0.05,1421.12,Credit Card,Sarah
ORD-10846,2026-04-17,CUST-1094,Keyboard,Accessories,South,4,83.28,0.2,266.5,Credit Card,James
ORD-10749,2026-03-03,CUST-1021,Laptop,Electronics,South,4,1493.16,0.05,5674.01,Bank Transfer,Daniel
ORD-10903,2026-04-24,CUST-1037,Laptop,Electronics,North,5,1517.63,0.0,7588.15,bank transfer,Olivia
ORD-10591,2026-08-12,CUST-1008,Mouse,Accessories,North,2,28.56,0.0,57.12,PayPal,Sophia
ORD-10952,2026-08-24,CUST-1107,Printer,Office Equipment,East,4,260.68,0.05,990.58,Credit Card,James
ORD-10580,2026-06-13,CUST-1076,Mouse,Accessories,North,1,48.83,0.05,46.39,Debit Card,David
ORD-10439,2026-04-04,CUST-1182,Laptop,Electronics,North,3,1175.19,0.2,2820.46,Credit Card,Sarah
ORD-10542,2026-07-08,CUST-1051, Mouse ,Accessories,South,3,78.83,0.05,224.67,Debit Card,Emma
ORD-10596,2026-07-11,CUST-1027,Tablet,Electronics,South,4,704.7,0.0,2818.8,Debit Card,David
ORD-10723,2026-03-28,CUST-1201,Laptop,Electronics,West,2,1205.51,0.2,1928.82,Debit Card,Emma
ORD-10677,2026-07-16,CUST-1089,Keyboard,Accessories,East,4,95.87,0.0,383.48,Credit Card,Daniel
ORD-10478,2026-04-20,CUST-1071,Headphones,Accessories,North,5,76.01,0.1,342.05,Bank Transfer,Sophia
ORD-10228,2026-05-13,CUST-1053,Tablet,Electronics,West,4,898.87,0.2,2876.38,Bank Transfer,Michael
ORD-10974,2026-01-31,CUST-1036,Keyboard,Accessories,West,2,127.44,0.2,203.9,Bank Transfer,Olivia
ORD-10814,2026-05-10,CUST-1014,Webcam,Accessories, East ,5,76.87,0.15,326.7,Bank Transfer,Olivia
ORD-10212,2026-02-10,CUST-1112,Webcam,Accessories,South,2,107.8,0.1,194.04,Bank Transfer,Olivia
ORD-10079,2026-02-26,CUST-1103,MOUSE,Accessories,West,5,44.5,0.1,200.25,Bank Transfer,David
ORD-10148,2026-03-29,CUST-1040,Tablet,Electronics,North,3,,0.2,1168.75,Credit Card,Michael
ORD-10302,2026-06-18,CUST-1170,Tablet,Electronics,West,5,399.8,0.0,1999.0,Bank Transfer,David
ORD-10355,2026-02-15,CUST-1057,Laptop,Electronics,,1,1754.08,0.15,1490.97,Bank Transfer,Olivia
ORD-10429,2026-05-30,CUST-1075,Printer,Office Equipment,North,4,447.92,0.0,1791.68,PayPal,Emma
ORD-10519,2026-05-14,CUST-1220,Webcam,Accessories,South,5,155.71,0.0,778.55,paypal,James
ORD-10362,2026-03-02,CUST-1074,Headphones,Accessories,East,4,220.18,0.1,792.65,PayPal,Daniel
ORD-10594,2026-07-30,CUST-1157,Headphones,Accessories,North,1,155.8,0.1,140.22,Debit Card,Sarah
ORD-10357,2026-04-05,CUST-1151,Printer,Office Equipment,South,2,499.23,0.2,798.77,Debit Card,James
ORD-10133,2026-08-08,CUST-1037,Keyboard,Accessories,North,2,99.42,0.0,198.84,Debit Card,James
ORD-10829,2026-07-24,CUST-1211,Headphones,Accessories,West,5,142.83,0.15,607.03,Credit Card,Emma
ORD-10311,2026-03-25,CUST-1050,Printer,Office Equipment,East,4,189.88,0.2,607.62,PayPal,David
ORD-10621,2026-05-06,CUST-1100,Keyboard,Accessories,East,3,42.02,0.1,113.45,Debit Card,Daniel
ORD-10464,2026-01-31,CUST-1238,Webcam,Accessories,North,2,70.18,0.1,126.32,PayPal,James
ORD-10993,2026-02-13,CUST-1026,Keyboard,Accessories,North,5,43.53,0.15,185.0,Debit Card,Emma
ORD-10000,2026-06-13,CUST-1028,Laptop,Electronics,South,2,1541.55,0.05,2928.94,Credit Card,Sarah
ORD-10316,2026-08-04,CUST-1115,Laptop,Electronics,South,1,1665.52,0.15,1415.69,Debit Card,David
ORD-10722,2026-07-22,CUST-1138,Headphones,Accessories,North,4,149.94,0.0,599.76,Bank Transfer,James
ORD-10559,2026-07-19,CUST-1220,Tablet,Electronics,West,5,748.74,0.15,3182.14,Debit Card,Michael
ORD-10371,2026-01-13,CUST-1043,Webcam,Accessories,North,4,155.04,0.15,527.14,PayPal,David
ORD-10544,2026-07-15,CUST-1219,Laptop,Electronics,East,3,1648.01,0.2,3955.22,PayPal,Daniel
ORD-10849,2026-01-04,CUST-1183,Webcam,Accessories,North,4,148.27,0.15,504.12,Debit Card,Emma
ORD-10394,2026-01-26,CUST-1084,Mouse,Accessories,East,4,97.95,0.2,313.44,Bank Transfer,Daniel
ORD-10172,2026-06-02,CUST-1096,Keyboard,Accessories,West,5,57.85,0.05,274.79,Credit Card,David
ORD-10125,2026-06-22,CUST-1059,Printer,Office Equipment,South,5,158.76,0.1,714.42,Credit Card,Sophia
ORD-10898,2026-02-12,CUST-1161,Monitor,Electronics,East,3,548.35,0.05,1562.8,PayPal,Sophia
ORD-10578,2026-03-05,CUST-1188,Laptop,Electronics,South,1,999.18,0.2,799.34,PayPal,David
ORD-10948,2026-06-18,CUST-1189,Keyboard,Accessories,South,2,47.19,0.0,94.38,Bank Transfer,Emma
ORD-10920,2026-08-16,CUST-1072,Mouse,Accessories,North,4,34.65,0.0,138.6,Bank Transfer,Sarah
ORD-10090,2026-03-15,CUST-1180,Headphones,Accessories,South,4,190.6,0.0,762.4,Bank Transfer,Emma
ORD-10970,2026-03-16,CUST-1112,Mouse,Accessories,North,3,70.51,0.0,211.53,Debit Card,Emma
ORD-10181,2026-01-05,CUST-1065,Mouse,Accessories,West,5,86.8,0.2,347.2,Credit Card,Daniel
ORD-10363,2026-03-01,CUST-1019,Mouse,Accessories,South,5,30.89,0.0,154.45,Credit Card,Michael
ORD-10274,2026-08-04,CUST-1161,Mouse,Accessories,South,2,25.44,0.0,50.88,PayPal,Olivia
ORD-10912,2026-01-27,CUST-1083,Mouse,Accessories,North,3,85.83,0.15,218.87,Debit Card,David
ORD-10069,2026-04-30,CUST-1179,Headphones,Accessories,North,2,203.38,0.2,325.41,Debit Card,Daniel
ORD-10291,2026-01-04,CUST-1074,Webcam,Accessories,South,1,,0.2,75.43,Debit Card,David
ORD-10131,2026-06-19,CUST-1054,Laptop,Electronics,South,3,850.58,0.05,2424.15,Debit Card,Sarah
ORD-10300,2026-03-06,CUST-1168,Keyboard,Accessories,West,4,118.68,0.0,474.72,PayPal,David
ORD-10447,2026-03-09,CUST-1118,Laptop,Electronics,East,2,899.81,0.0,1799.62,Bank Transfer,Olivia
ORD-10326,2026-08-01,CUST-1063,Webcam,Accessories,West,5,108.52,0.1,488.34,PayPal,Sophia
ORD-10144,2026-05-28,CUST-1129,Mouse,Accessories,North,4,32.38,0.05,123.04,Bank Transfer,Olivia
ORD-10551,2026-08-08,CUST-1097,Mouse,Accessories,North,2,31.67,0.15,53.84,Debit Card,David
ORD-10595,2026-01-26,CUST-1185,Mouse,Accessories,South,2,62.53,0.05,118.81,Debit Card,David
ORD-10655,2026-03-27,CUST-1089,Mouse,Accessories,East,2,20.9,0.1,37.62,Credit Card,Daniel
ORD-10135,2026-07-09,CUST-1107,Monitor,Electronics,East,4,498.27,0.15,1694.12,Credit Card,Sophia
ORD-10430,2026-05-09,CUST-1030,Webcam,Accessories,South,4,114.18,0.0,456.72,Debit Card,Emma
ORD-10164,2026-01-16,CUST-1115,monitor,Electronics,South,3,524.39,0.0,1573.17,Credit Card,Emma
ORD-10028,2026-02-09,CUST-1048,Headphones,Accessories,North,1,93.54,0.2,74.83,Bank Transfer,James
ORD-10587,2026-03-12,CUST-1222,Keyboard,Accessories,East,2,47.58,0.15,80.89,Bank Transfer,Olivia
ORD-10193,2026-03-24,CUST-1026,Monitor,Electronics,West,3,331.17,0.1,894.16,PayPal,Michael
ORD-10790,2026-02-05,CUST-1209,Printer,Office Equipment,East,5,461.4,0.2,1845.6,Debit Card,Daniel
ORD-10652,2026-05-15,CUST-1147,Tablet,Electronics,West,5,856.26,0.2,3425.04,PayPal,Sophia
ORD-10169,2026-06-14,CUST-1202,Tablet,Electronics,West,5,787.91,0.0,3939.55,Bank Transfer,James
ORD-10513,2026-04-17,CUST-1207,Tablet,Electronics,West,4,732.15,0.15,,Debit Card,Michael
ORD-10140,2026-08-16,CUST-1058,Webcam,Accessories,West,4,87.45,0.15,297.33,Credit Card,Olivia
ORD-10173,2026-04-04,CUST-1173,Mouse,Accessories,West,5,97.57,0.1,439.06,Debit Card,Emma
ORD-10006,2026-03-13,CUST-1116,Tablet,Electronics,East,3,397.59,0.05,1133.13,Credit Card,Michael
ORD-10656,2026-03-18,CUST-1129,Tablet,Electronics,East,1,760.22,0.1,684.2,PayPal,James
ORD-10964,2026-01-03,CUST-1132,Keyboard,Accessories,North,5,46.3,0.2,185.2,PayPal,Olivia
ORD-10073,2026-04-21,CUST-1245,Tablet,Electronics,West,4,681.35,0.05,2589.13,Debit Card,Daniel
ORD-10764,2026-02-28,CUST-1123,Tablet,Electronics,East,1,882.43,0.05,838.31,Bank Transfer,Sophia
ORD-10653,2026-07-26,CUST-1046,Mouse,Accessories,North,2,76.69,0.0,153.38,Credit Card,Sophia
ORD-10238,2026-08-03,CUST-1101,Printer,Office Equipment,North,3,215.21,0.0,645.63,Bank Transfer,Sarah
ORD-10145,2026-01-30,CUST-1195,Headphones,Accessories,North,4,164.82,0.2,527.42,Bank Transfer,James
ORD-10808,2026-05-08,CUST-1173,Laptop,Electronics,East,4,1772.07,0.2,5670.62,Debit Card,Daniel
ORD-10234,2026-06-07,CUST-1189, Mouse ,Accessories,South,5,39.4,0.05,187.15,Credit Card,Sarah
ORD-10220,2026-01-19,CUST-1098,Printer,Office Equipment,North,3,417.54,0.2,1002.1,Debit Card,Sarah
ORD-10500,2026-03-22,CUST-1063,Mouse,Accessories,East,4,76.98,0.1,277.13,Debit Card,Olivia
ORD-10673,2026-03-27,CUST-1209,Mouse,Accessories,West,5,77.03,0.0,385.15,Debit Card,Sarah
ORD-10132,2026-08-01,CUST-1195,Mouse,Accessories,South,2,66.91,0.1,120.44,Credit Card,Daniel
ORD-10811,2026-08-14,CUST-1234,Monitor,Electronics,West,3,353.45,0.15,,PayPal,James
ORD-10433,2026-07-21,CUST-1195,Monitor,Electronics,West,4,251.76,0.15,855.98,PayPal,Sophia
ORD-10670,2026-05-21,CUST-1081,Headphones,Accessories,South,3,78.31,0.2,187.94,Debit Card,Sarah
ORD-10185,2026-05-15,CUST-1139,Laptop,Electronics,West,4,1190.45,0.0,4761.8,Bank Transfer,Daniel
ORD-10041,2026-04-01,CUST-1199,Webcam,Accessories,South,2,176.34,0.05,335.05,Debit Card,David
ORD-10625,2026-06-17,CUST-1035,Mouse,Accessories,South,3,89.01,0.2,213.62,PayPal,Michael
ORD-10108,2026-01-10,CUST-1032,Tablet,Electronics,West,4,821.82,0.0,3287.28,Credit Card,Michael
ORD-10603,2026-07-27,CUST-1076,Monitor,Electronics,North,5,428.19,0.05,2033.9,Bank Transfer,Sophia
ORD-10056,2026-01-13,CUST-1142,Mouse,Accessories,South,1,93.4,0.15,79.39,paypal,Olivia
ORD-10428,2026-02-26,CUST-1090,Mouse,Accessories, East ,3,79.54,0.15,202.83,Bank Transfer,Daniel
ORD-10468,2026-06-05,CUST-1234,Mouse,Accessories,,3,41.89,0.1,113.1,Debit Card,Michael
ORD-10576,2026-01-21,CUST-1215,Keyboard,Accessories,West,4,46.16,0.0,184.64,Debit Card,Emma
ORD-10877,2026-02-15,CUST-1201,Keyboard,Accessories,West,1,132.72,0.0,132.72,Bank Transfer,Olivia
ORD-10024,2026-03-05,CUST-1049,Mouse,Accessories,South,2,62.9,0.15,106.93,Bank Transfer,Sophia
ORD-10440,2026-06-17,CUST-1214,Laptop,Electronics,West,1,848.24,0.15,721.0,PayPal,Sarah
ORD-10882,2026-01-04,CUST-1048,Monitor,Electronics,South,2,526.39,0.0,1052.78,PayPal,Michael
ORD-10543,2026-08-03,CUST-1158,Tablet,Electronics,North,1,393.6,0.0,393.6,PayPal,James
ORD-10633,2026-08-10,CUST-1117,Mouse,Accessories,West,1,54.2,0.2,43.36,Bank Transfer,David
ORD-10830,2026-02-10,CUST-1069,Keyboard,Accessories,South,3,43.21,0.2,103.7,Credit Card,Sophia
ORD-10944,2026-04-10,CUST-1045,Laptop,Electronics,West,3,924.76,0.05,2635.57,Credit Card,Emma
ORD-10338,2026-08-18,CUST-1025,Keyboard,Accessories,East,5,122.77,0.15,521.77,PayPal,Olivia
ORD-10051,2026-04-14,CUST-1140,Laptop,Electronics,East,2,1103.87,0.15,1876.58,PayPal,Sophia
ORD-10383,2026-01-19,CUST-1095,Webcam,Accessories,East,3,122.04,0.1,329.51,Debit Card,Michael
ORD-10527,2026-05-28,CUST-1088,Webcam,Accessories,West,-1,143.01,0.05,135.86,Debit Card,Sarah
ORD-10938,2026-06-03,CUST-1064,Webcam,Accessories,,2,179.89,0.2,,Credit Card,Michael
ORD-10887,2026-04-13,CUST-1124,Printer,Office Equipment,North,1,231.17,0.2,184.94,PayPal,Olivia
ORD-10264,2026-03-26,CUST-1165,,Electronics,South,3,568.89,0.0,1706.67,Credit Card,Daniel
ORD-10549,2026-04-04,CUST-1047,Printer,Office Equipment,East,4,298.38,0.1,1074.17,PayPal,Daniel
ORD-10913,2026-08-01,CUST-1105,Monitor,Electronics,West,4,236.9,0.05,900.22,Debit Card,Sophia
ORD-10697,2026-05-29,CUST-1043,Laptop,Electronics,North,3,1456.32,0.2,3495.17,Bank Transfer,Sophia
ORD-10395,2026-03-02,CUST-1024,Laptop,Electronics,South,-1,1192.9,0.15,5069.82,Credit Card,Olivia
ORD-10529,2026-06-12,CUST-1001,Monitor,Electronics,West,4,529.3,0.2,1693.76,Credit Card,Sarah
ORD-10868,2026-05-21,CUST-1243,Webcam,Accessories,South,3,52.96,0.05,150.94,PayPal,Sarah
ORD-10018,2026-03-09,CUST-1135,Webcam,Accessories,East,5,175.01,0.05,831.3,PayPal,Olivia
ORD-10731,2026-01-21,CUST-1001,Laptop,Electronics,East,1,979.41,0.2,783.53,PayPal,Sophia
ORD-10678,2026-05-17,CUST-1118,Webcam,Accessories,South,2,122.68,0.2,,Debit Card,Sophia
ORD-10581,2026-03-25,CUST-1003,Keyboard,Accessories,West,5,127.38,0.0,636.9,Debit Card,James
ORD-10976,2026-03-25,CUST-1063,Laptop,Electronics,West,3,1429.46,0.05,4073.96,Debit Card,Sarah
ORD-10367,2026-07-29,CUST-1044,Laptop,Electronics,South,4,1752.1,0.2,5606.72,Credit Card,Sophia
ORD-10083,2026-03-19,CUST-1003,KEYBOARD,Accessories,East,1,70.17,0.2,56.14,Debit Card,Sophia
ORD-10061,2026-04-17,CUST-1015,Mouse,Accessories,North,4,86.63,0.2,277.22,PayPal,Sophia
ORD-10841,2026-07-30,CUST-1199,Printer,Office Equipment,West,4,314.88,0.1,1133.57,Credit Card,Michael
ORD-10272,2026-07-05,CUST-1164,Printer,Office Equipment,South,3,311.29,0.05,887.18,PayPal,Michael
ORD-10285,2026-05-09,CUST-1190,Tablet,Electronics,North,4,332.22,0.05,1262.44,Bank Transfer,David
ORD-10360,2026-02-06,CUST-1182,Headphones,Accessories,West,2,68.61,0.2,109.78,Bank Transfer,Sophia
ORD-10354,2026-08-23,CUST-1184,Tablet,Electronics,East,1,462.75,0.2,370.2,Credit Card,James
ORD-10481,2026-07-21,CUST-1129,Keyboard,Accessories,North,5,85.75,0.15,364.44,Bank Transfer,Emma
ORD-10278,2026-07-23,CUST-1101,Monitor,Electronics,South,4,349.22,0.15,1187.35,Debit Card,Daniel
ORD-10012,2026-06-02,CUST-1016,Webcam,Accessories,East,4,93.43,0.2,298.98,Credit Card,Sarah
ORD-10182,2026-03-02,CUST-1077,Monitor,Electronics,West,4,219.1,0.2,701.12,Credit Card,Sarah
ORD-10368,2026-01-27,CUST-1205,Keyboard,Accessories,South,1,53.36,0.05,50.69,Debit Card,David
ORD-10599,2026-07-16,CUST-1140,Headphones,Accessories,West,4,122.0,0.15,414.8,Credit Card,James
ORD-10630,2026-04-02,CUST-1020,Printer,Office Equipment,East,5,196.93,0.15,836.95,debit card,David
ORD-10223,2026-03-25,CUST-1238,Tablet,Electronics,East,5,397.5,0.1,1788.75,PayPal,Daniel
ORD-10971,2026-03-14,CUST-1044,Mouse,Accessories,South,2,90.83,0.1,163.49,Debit Card,Emma
ORD-10714,2026-01-28,CUST-1036,Webcam,Accessories,East,1,70.57,0.15,59.98,Credit Card,James
ORD-10777,2026-03-19,CUST-1121,Tablet,Electronics,North,5,339.67,0.15,1443.6,Credit Card,David
ORD-10557,2026-06-11,CUST-1244,Keyboard,Accessories,West,3,135.51,0.15,345.55,Credit Card,Sarah
ORD-10465,2026-08-26,CUST-1162,Monitor,Electronics,South,4,508.86,0.15,1730.12,PayPal,James
ORD-10597,2026-05-10,CUST-1086,Keyboard,Accessories,East,5,98.73,0.15,419.6,Bank Transfer,Olivia
ORD-10707,2026-05-14,CUST-1086,Keyboard,Accessories,North,1,74.46,0.0,74.46,Credit Card,David
ORD-10176,2026-06-14,CUST-1123,Tablet,Electronics,North,1,632.72,0.2,506.18,Bank Transfer,Sarah
ORD-10680,2026-02-14,CUST-1169,monitor,Electronics,North,5,495.75,0.15,2106.94,PayPal,Olivia
ORD-10853,2026-01-03,CUST-1120,Keyboard,Accessories,West,4,135.86,0.05,516.27,PayPal,Daniel
ORD-10954,2026-01-17,CUST-1160,Monitor,Electronics,East,4,211.15,0.0,844.6,Bank Transfer,Emma
ORD-10456,2026-05-10,CUST-1217,Printer,Office Equipment,West,2,448.15,0.0,896.3,Bank Transfer,Emma
ORD-10532,2026-01-09,CUST-1200,Mouse,Accessories,South,1,69.22,0.1,62.3,Credit Card,Michael
ORD-10393,2026-06-30,CUST-1007,,Accessories,West,2,171.94,0.2,275.1,Debit Card,James
ORD-10163,2026-04-29,CUST-1148,Laptop,Electronics,East,5,1249.73,0.05,5936.22,PayPal,Michael
ORD-10248,2026-02-12,CUST-1083,Printer,Office Equipment,West,2,190.68,0.2,305.09,Credit Card,Sophia
ORD-10649,2026-07-29,CUST-1017,Webcam,Accessories,West,1,158.06,0.1,142.25,Debit Card,Sarah
ORD-10902,2026-07-21,CUST-1058,Keyboard,Accessories,West,4,128.19,0.15,435.85,Bank Transfer,James
